Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels,MSAuthor,GitHubAuthor
Post sales and purchase invoices in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/post-sales-purchase-invoices-dynamics-365-business-central/,5,746,3600,5.14%,253,13,14,1719,10.21313672922252,438,224,learn-dynamics.post-sales-purchase-invoices-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Develop IoT solutions with Azure IoT Central,https://docs.microsoft.com/en-us/learn/paths/develop-iot-solutions-with-azure-iot-central/,5,742,6106,5.12%,215,11,9,1719,25.33310871518419,1719,285,learn-develop-solutions-with-azure-iot-central,developer;solution-architect;administrator,azure;azure-iot;azure-iot-hub;azure-iot-central;azure-time-series-insights,beginner;intermediate,pacorte,AltaOhms
Develop using Power Apps and Power Automate for Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/power-apps-power-automate-business-central/,5,503,3474,5.03%,179,9,10,1719,16.084923790589794,279,388,learn-dynamics.power-apps-power-automate-business-central,developer;functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Threat Modeling Security Fundamentals,https://docs.microsoft.com/en-us/learn/paths/tm-threat-modeling-fundamentals/,7,1706,10580,5.02%,877,44,50,1719,14.552286049237983,3543,192,learn.security.tm-threat-modeling-fundamentals,administrator;developer;devops-engineer;solution-architect;security-engineer,azure-iot-security-center;azure-iot-security-center,beginner;intermediate,rodsan,rodsan
Building Open Source Software (OSS) Analytics Solutions with Azure HDInsight,https://docs.microsoft.com/en-us/learn/paths/build-oss-analytical-solutions-az-hdinsight/,7,520,4359,4.95%,283,14,15,1719,21.731346153846154,1175,306,learn.wwl.build-oss-analytical-solutions-az-hdinsight,data-engineer;data-scientist,azure-hdinsight,intermediate,chtestao,wwlpublish
Use Success by Design for Dynamics 365 apps solutions,https://docs.microsoft.com/en-us/learn/paths/use-success-design/,13,2289,21075,4.91%,1100,54,59,1719,20.64900975680792,559,686,learn-dynamics.use-success-design,solution-architect;functional-consultant,dynamics-365;dynamics-sales;dynamics-marketing;dynamics-customer-service;dynamics-field-service;dynamics-finance;dynamics-scm;dynamics-finance-operations;dynamics-project-operations;dynamics-commerce;dynamics-human-resources,advanced,cstorega,cstorega
Extend Microsoft SharePoint – Associate,https://docs.microsoft.com/en-us/learn/paths/m365-sharepoint-associate/,8,2282,16215,4.90%,1021,50,42,1719,21.195303827052292,1822,554,learn-m365.sharepoint-associate,developer,m365;office-365,intermediate,suzanz,andrewconnell-msft
Develop apps with the Microsoft Graph Toolkit,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-toolkit/,4,614,3012,4.89%,368,18,20,1719,9.666530944625407,288,91,learn-m365.m365-msgraph-toolkit,developer,m365;ms-graph,beginner,aycabas,aycabas
Consume data with Power BI,https://docs.microsoft.com/en-us/learn/paths/consume-data-with-power-bi/,3,29762,131540,4.85%,18475,896,848,1719,12.22368848419685,13906,218,learn-bizapps.get-started-using-power-bi,business-user,power-bi;power-platform,beginner,robde,heyrob
Automate processes with Robotic Process Automation and Power Automate Desktop,https://docs.microsoft.com/en-us/learn/paths/work-automation-flow/,8,18783,104584,4.81%,4282,206,220,1719,9.981183339544623,578,125,learn-bizapps.work-automation-flow,maker;business-user,power-platform;power-automate,intermediate,dbeasley,DaveBeasley
Administer infrastructure resources in Azure,https://docs.microsoft.com/en-us/learn/paths/administer-infrastructure-resources-in-azure/,12,43278,377586,4.73%,1733,82,72,1719,19.367828920005547,9851,665,learn.administer-infrastructure-resources-in-azure,administrator,azure;azure-virtual-machines;azure-storage;azure-portal;azure-monitor;azure-clis;azure-resource-manager;azure-automation,beginner,adsteven,adrianstevens
Create data-driven websites by using the Python framework Django,https://docs.microsoft.com/en-us/learn/paths/django-create-data-driven-websites/,6,1358,12170,4.64%,776,36,39,1719,19.949128620520373,529,180,learn.django-create-data-driven-websites,developer;student,azure;vs-code;azure-app-service,intermediate,chnoring,GeekTrainer
Learn the application foundation with the AL programming language for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/application-foundation-al-language/,9,1730,17058,4.63%,713,33,31,1719,29.776888246628133,553,505,learn-dynamics.application-foundation-al-language,developer,dynamics-365;dynamics-business-central,intermediate;beginner,kschimke,KevSch
Power BI for Tableau users,https://docs.microsoft.com/en-us/learn/paths/power-bi-tableau/,7,1327,8463,4.62%,779,36,38,1719,12.563890982165285,599,304,learn-bizapps.power-bi-tableau,data-analyst;business-user,power-bi,intermediate,robde,heyrob
Create machine learning models,https://docs.microsoft.com/en-us/learn/paths/create-machine-learn-models/,5,12908,105960,4.60%,9849,453,486,1719,30.53841028819337,7642,318,learn.wwl.create-machine-learn-models,ai-engineer;data-scientist;developer;student,vs-code;azure,intermediate,jasdeb,jasallen
Get started with Java on Azure,https://docs.microsoft.com/en-us/learn/paths/get-started-java-azure/,8,2896,20666,4.56%,1183,54,54,1719,15.355720534069981,57,263,learn.get-started-java-azure,developer;devops-engineer;maker;solution-architect;student;technology-manager,azure;azure-active-directory;azure-app-service;azure-app-service-web;azure-cache-redis;azure-clis;azure-cosmos-db;azure-database-mysql;azure-spring-cloud;azure-web-apps;msal-java;azure-service-bus,beginner;intermediate;advanced,nickwalk,nickwalkmsft
Deliver remote desktops and apps with Azure Virtual Desktop,https://docs.microsoft.com/en-us/learn/paths/m365-wvd/,8,5951,49974,4.50%,3554,160,158,1719,25.89083067271607,4697,340,learn-m365.windows-virtual-desktop,administrator,azure;m365;azure-virtual-desktop,intermediate,nedelgad,ndelgado
Use basic formulas to make better Power Apps canvas apps,https://docs.microsoft.com/en-us/learn/paths/use-basic-formulas-powerapps-canvas-app/,3,8061,38777,4.50%,3847,173,162,1719,11.187809618326924,3432,151,learn-bizapps.use-basic-formulas-make-better-powerapps,business-user;functional-consultant;maker,power-platform;power-apps,intermediate,kschimke,KevSch
Get Started with Power Apps portals,https://docs.microsoft.com/en-us/learn/paths/get-started-power-apps-portals/,5,2577,16545,4.46%,1593,71,75,1719,18.75172034665632,1567,188,learn-bizapps.get-started-power-apps-portals,maker;functional-consultant;administrator,power-platform;power-apps,intermediate,dbeasley,DaveBeasley
NVIDIA DeepStream development with Microsoft Azure,https://docs.microsoft.com/en-us/learn/paths/nvidia-deepstream-development-with-microsoft-azure/,3,550,2850,4.42%,339,15,15,1719,9.608454545454546,27,180,learn.nvidia-deepstream-development-azure,ai-engineer;data-scientist,azure;azure-iot;azure-container-registry;azure-iot-edge;azure-iot-hub,beginner,pdecarlo,toolboc
Azure Stack HCI foundations,https://docs.microsoft.com/en-us/learn/paths/azure-stack-hci-foundations/,4,1250,6925,4.39%,729,32,36,1719,21.812066666666666,534,179,learn.azure-stack-hci-foundations,administrator;ai-edge-engineer;business-owner;data-engineer;database-administrator;devops-engineer;privacy-manager;security-engineer;solution-architect;student;technology-manager,azure-stack-hci;azure-stack-hub;azure-stack-edge,beginner,micrum,micrum
Take your first steps with Python,https://docs.microsoft.com/en-us/learn/paths/python-first-steps/,10,25770,209738,4.35%,9074,395,445,1719,18.49099275643513,13909,279,learn.languages.python-first-steps,developer;student,vs-code,beginner,rotabor,bobtabor-msft
Continuous integration with Azure DevOps for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/continuous-integration/,7,1290,9695,4.26%,423,18,21,1719,24.224664082687337,233,432,learn-dynamics.continuous-integration,developer,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Solution Architect: Design Microsoft Power Platform solutions,https://docs.microsoft.com/en-us/learn/paths/solution-architect-data/,12,2633,27641,4.21%,1568,66,71,1719,32.95557032535764,757,426,learn-bizapps.solution-architect-design,solution-architect,power-platform;dynamics-365;power-apps;power-automate;power-virtual-agents,advanced,dbeasley,DaveBeasley
Learn computing fundamentals with Altair 8800 and Azure Sphere,https://docs.microsoft.com/en-us/learn/paths/altair-azure-sphere-computing-fundamentals/,8,340,2233,4.20%,262,11,12,1719,7.811764705882353,11,199,learn.altair-azure-sphere-computing-fundamentals,student;developer,azure;azure-iot-central;azure-sphere;azure-app-service-static;azure-virtual-machines,beginner,chnoring,gloveboxes
Take your first steps with Vue.js,https://docs.microsoft.com/en-us/learn/paths/vue-first-steps/,4,1282,8127,4.12%,826,34,42,1719,13.824102964118564,501,110,learn.languages.vue-first-steps,developer;student,vs-code;azure-app-service-static,intermediate,chrhar,GeekTrainer
Operate and maintain Azure Stack HCI,https://docs.microsoft.com/en-us/learn/paths/operate-maintain-azure-stack-hci/,4,335,1898,4.10%,244,10,10,1719,13.735771144278607,80,214,learn.wwl.operate-maintain-azure-stack-hci,devops-engineer;security-engineer;solution-architect;student;technology-manager,azure,intermediate,tonyj,wwlpublish
Build JavaScript applications by using TypeScript,https://docs.microsoft.com/en-us/learn/paths/build-javascript-applications-typescript/,8,5297,43931,4.04%,1907,77,95,1719,26.59107985652256,1090,376,learn.build-javascript-applications-typescript,student;developer,vs-code,intermediate,chnoring,softchris
Deploy applications with Azure DevOps,https://docs.microsoft.com/en-us/learn/paths/deploy-applications-with-azure-devops/,8,5646,38707,3.98%,2337,93,102,1719,21.547741764080765,5491,437,learn.azdo.deploy-applications-with-azure-devops,devops-engineer;administrator;developer,azure;azure-devops,intermediate,thpetche,tpetchel
Get started with the features in Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/paths/get-started-features-project-operations/,7,948,9378,3.95%,253,10,11,1719,25.512007735583683,126,715,learn-dynamics.get-started-features-project-operations,functional-consultant;business-user,dynamics-365;dynamics-project-operations;dynamics-finance;dynamics-finance-operations;dynamics-sales;dynamics-field-service,intermediate,cstorega,cstorega
Explore Microsoft Graph scenarios for ASP.NET Core development,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-dotnet-core-scenarios/,3,710,3335,3.85%,364,14,15,1719,8.469671361502348,119,108,learn-m365.msgraph-dotnet-core-scenarios,developer,m365;ms-graph;dotnet-core,intermediate,dwahlin,DanWahlin
Microsoft Graph Fundamentals,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-fundamentals/,3,1756,8144,3.80%,1262,48,51,1719,12.160335990888383,802,75,learn-m365.m365-msgraph-fundamentals,developer,m365;ms-graph,beginner,rwilliams,rabwill
MIE Trainer academy,https://docs.microsoft.com/en-us/learn/paths/mie-trainer-academy-learning-path/,8,18480,1068566,3.76%,6044,227,674,1719,20.6074044011544,307,479,learn.mec.mie-trainer-academy-learning-path,k-12-educator;school-leader,flipgrid;office-teams;office-onenote,intermediate,abdewees,mec-sa
Get started with SharePoint Syntex,https://docs.microsoft.com/en-us/learn/paths/syntex-get-started/,5,549,2648,3.75%,293,11,11,1719,8.495658773527627,192,95,learn-m365.syntex-get-started,administrator;business-user,m365,beginner,teleary,beccarobins
Fundamentals of Bicep,https://docs.microsoft.com/en-us/learn/paths/fundamentals-bicep/,5,3888,35747,3.67%,2586,95,115,1719,36.812067043895745,54,179,learn.bicep-deploy-manage,developer;administrator;solution-architect,azure;azure-resource-manager,beginner,jodowns,johndowns
Web development for beginners,https://docs.microsoft.com/en-us/learn/paths/web-development-101/,6,5111,39036,3.65%,3394,124,137,1719,15.463904650101089,1717,109,learn.student-evangelism.web-development-101,student,azure,beginner,jelooper,softchris
Start in tech as an intern,https://docs.microsoft.com/en-us/learn/paths/start-career-in-tech/,3,1007,4565,3.58%,782,28,32,1719,10.346342270771268,459,72,learn.start-career-in-tech,developer;student,azure;vs;vs-code,beginner,chnoring,softchris
TensorFlow fundamentals,https://docs.microsoft.com/en-us/learn/paths/tensorflow-fundamentals/,5,821,3838,3.57%,448,16,16,1719,19.539991879821358,313,275,learn.tensorflow.tensorflow-fundamentals,data-scientist;developer;student,azure-machine-learning,beginner;intermediate,cassieb,cassiebreviu
Build real world applications with Python,https://docs.microsoft.com/en-us/learn/paths/python-language/,3,19051,99711,3.35%,6636,222,255,1719,13.986426784245797,1922,129,learn.languages.python-apps,developer;student,vs-code,beginner,chnoring,softchris
Deploy Azure resources by using Bicep and Azure Pipelines,https://docs.microsoft.com/en-us/learn/paths/bicep-azure-pipelines/,5,1468,10234,3.30%,698,23,29,1719,25.459287011807447,29,212,learn.bicep-azure-pipelines,developer;administrator;solution-architect,azure;azure-resource-manager,intermediate,jodowns,johndowns
Use DAX in Power BI Desktop,https://docs.microsoft.com/en-us/learn/paths/dax-power-bi/,7,16921,116186,3.19%,11812,377,398,1719,20.43957508421488,7113,156,learn-bizapps.use-dax-power-bi-desktop,maker;data-analyst,power-bi,intermediate,robde,heyrob
Introduction to developing with Microsoft Power Platform,https://docs.microsoft.com/en-us/learn/paths/intro-developing-power-platform/,3,2687,10403,3.19%,2256,72,70,1719,11.611338543605012,4423,111,learn-dynamics.introduction-development,developer,dynamics-365;power-platform;power-apps,intermediate,dbeasley,DaveBeasley
"Windows Server deployment, configuration, and administration",https://docs.microsoft.com/en-us/learn/paths/windows-server-deployment-configuration-administration/,5,4798,29389,3.15%,2886,91,100,1719,18.627723356954288,1856,207,learn.wwl.windows-server-deployment-configuration-administration,administrator;solution-architect;technology-manager,windows-server,intermediate,tonyj,wwlpublish
Build mixed reality digital twins with Azure Digital Twins and Unity,https://docs.microsoft.com/en-us/learn/paths/build-mixed-reality-azure-digital-twins-unity/,4,978,7461,3.15%,572,18,20,1719,15.783708248125427,274,239,learn.azure.build-mixed-reality-azure-digital-twins-unity,developer;business-owner;student;technology-manager,azure;azure-cloud-services;azure-cognitive-services;azure-digital-twins;azure-iot;azure-iot-hub;azure-signalr-service;azure-event-grid;azure-event-hubs;azure-functions;hololens;windows;windows-mixed-reality,beginner,jejacks,JBrentJ
